Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00    9900/432000      std::vector<colVal, std::allocator<colVal> >::push_back(colVal const&) [15]
                0.00    0.00    9900/432000      std::vector<int, std::allocator<int> >::push_back(int const&) [16]
                0.00    0.00    4950/83890       std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [73]
                0.00    0.00    4949/1541725     LexSuccessor(int*, int, int&) [26]
                0.00    0.00    4950/78300       CA_SMT::addScope() [84]
                0.00    0.00    4950/78300       CA_SMT::checkSAT(bool) [85]
                0.00    0.00    4950/78300       CA_SMT::clearScope() [83]
                0.00    0.00   19800/19800       std::vector<colVal, std::allocator<colVal> >::at(unsigned long) [252]
                0.00    0.00    9900/26550       Cover::getCol(int) const [250]
                0.00    0.00    9900/363150      Cover::getIndex(int, int) [179]
                0.00    0.00    4951/162293      std::vector<int, std::allocator<int> >::~vector() [209]
                0.00    0.00    4949/9449        std::vector<colVal, std::allocator<colVal> >::clear() [258]
                0.00    0.00    4949/9449        std::vector<int, std::allocator<int> >::clear() [260]
                0.00    0.00       1/73351       std::vector<colVal, std::allocator<colVal> >::vector() [244]
                0.00    0.00       1/78404       std::vector<int, std::allocator<int> >::vector() [230]
                0.00    0.00       1/73351       std::vector<colVal, std::allocator<colVal> >::~vector() [245]
-----------------------------------------------
                0.01    0.02 1728128/1728128     z3::sort::is_arith() const [11]
[35]     1.7    0.01    0.02 1728128         z3::sort::is_int() const [35]
                0.01    0.01 1728128/4320300     z3::sort::sort_kind() const [18]
-----------------------------------------------
                0.01    0.02 1728128/1728128     z3::sort::is_arith() const [11]
[36]     1.7    0.01    0.02 1728128         z3::sort::is_real() const [36]
                0.01    0.01 1728128/4320300     z3::sort::sort_kind() const [18]
-----------------------------------------------
                0.00    0.03       1/1           Cover::Cover(char*, char*) [8]
[37]     1.7    0.00    0.03       1         Cover::createConcreteValueCombSet_CoveredUpdate() [37]
                0.00    0.03      45/45          Cover::createConcreteValueCombo(int, std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> >) [38]
                0.00    0.00     135/83890       std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [73]
                0.00    0.00     180/162293      std::vector<int, std::allocator<int> >::~vector() [209]
                0.00    0.00      46/46          std::set<std::vector<int, std::allocator<int> >, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::vector<int, std::allocator<int> > > >::end() const [308]
                0.00    0.00      46/46          std::operator!=(std::_Rb_tree_const_iterator<std::vector<int, std::allocator<int> > > const&, std::_Rb_tree_const_iterator<std::vector<int, std::allocator<int> > > const&) [312]
                0.00    0.00      45/45          std::_Rb_tree_const_iterator<std::vector<int, std::allocator<int> > >::operator*() const [317]
                0.00    0.00      45/78404       std::vector<int, std::allocator<int> >::vector() [230]
                0.00    0.00      45/45          std::_Rb_tree_const_iterator<std::vector<int, std::allocator<int> > >::operator++(int) [322]
                0.00    0.00       1/1           std::set<std::vector<int, std::allocator<int> >, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::vector<int, std::allocator<int> > > >::begin() const [436]
-----------------------------------------------
                                 450             Cover::createConcreteValueCombo(int, std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> >) [38]
                0.00    0.03      45/45          Cover::createConcreteValueCombSet_CoveredUpdate() [37]
[38]     1.7    0.00    0.03      45+450     Cover::createConcreteValueCombo(int, std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> >) [38]
                0.00    0.03    4500/4500        Cover::CoveredUpdateInLoop(std::vector<int, std::allocator<int> >) [41]
                0.00    0.00    5400/83890       std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [73]
                0.00    0.00    4950/4950        std::vector<int, std::allocator<int> >::insert(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int const&) [86]
                0.00    0.00    4950/9504        std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [87]
                0.00    0.00    4950/283052      std::vector<int, std::allocator<int> >::end() [77]
                0.00    0.00     495/9495        std::vector<int, std::allocator<int> >::at(unsigned long) [92]
                0.00    0.00    5895/162293      std::vector<int, std::allocator<int> >::~vector() [209]
                0.00    0.00    4950/3585750     Cover::getSym(int, int) const [143]
                0.00    0.00    4950/5004        __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator<int*>(__gnu_cxx::__normal_iterator<int*, __gnu_cxx::__enable_if<std::__are_same<int*, int*>::__value, std::vector<int, std::allocator<int> > >::__type> const&) [263]
                0.00    0.00     495/78404       std::vector<int, std::allocator<int> >::vector() [230]
                0.00    0.00     495/69365       Cover::getVsize(int) const [246]
                0.00    0.00     495/1710157     std::vector<int, std::allocator<int> >::size() const [144]
                                 450             Cover::createConcreteValueCombo(int, std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> >) [38]
-----------------------------------------------
                0.00    0.00       2/8011512     z3::solver::init(_Z3_solver*) [135]
                0.00    0.00      20/8011512     z3::operator>=(z3::expr const&, int) [94]
                0.00    0.00      40/8011512     z3::ast::operator=(z3::ast const&) [117]
                0.00    0.00      40/8011512     z3::operator+(z3::expr const&, z3::expr const&) [105]
                0.00    0.00      50/8011512     z3::ast::ast(z3::ast const&) [116]
                0.00    0.00   78300/8011512     z3::solver::push() [81]
                0.00    0.00   78300/8011512     z3::solver::pop(unsigned int) [80]
                0.00    0.00   78300/8011512     z3::solver::check() [82]
                0.00    0.00  424192/8011512     z3::operator<=(z3::expr const&, z3::expr const&) [30]
                0.00    0.00  424192/8011512     z3::operator>(z3::expr const&, z3::expr const&) [29]
                0.00    0.00  439852/8011512     z3::operator>=(z3::expr const&, z3::expr const&) [17]
                0.00    0.00  439852/8011512     z3::operator<(z3::expr const&, z3::expr const&) [28]
                0.00    0.00  864044/8011512     z3::solver::add(z3::expr const&) [9]
                0.02    0.00 5184328/8011512     z3::ast::ast(z3::context&, _Z3_ast*) [19]
[39]     1.7    0.03    0.00 8011512         z3::object::ctx() const [39]
-----------------------------------------------
                0.00    0.00       2/19244300     z3::solver::init(_Z3_solver*) [135]
                0.00    0.00       2/19244300     z3::solver::solver(z3::context&) [133]
                0.00    0.00      20/19244300     z3::operator+(z3::expr const&, z3::expr const&) [105]
                0.00    0.00      40/19244300     z3::ast::operator=(z3::ast const&) [117]
                0.00    0.00      50/19244300     z3::ast::ast(z3::ast const&) [116]
                0.00    0.00   78300/19244300     z3::solver::push() [81]
                0.00    0.00   78300/19244300     z3::solver::pop(unsigned int) [80]
                0.00    0.00   78300/19244300     z3::solver::check() [82]
                0.00    0.00  212096/19244300     z3::operator<=(z3::expr const&, z3::expr const&) [30]
                0.00    0.00  212096/19244300     z3::operator>(z3::expr const&, z3::expr const&) [29]
                0.00    0.00  219926/19244300     z3::operator>=(z3::expr const&, z3::expr const&) [17]
                0.00    0.00  219926/19244300     z3::operator<(z3::expr const&, z3::expr const&) [28]
                0.00    0.00  864044/19244300     z3::solver::add(z3::expr const&) [9]
                0.00    0.00 2592192/19244300     z3::expr::get_sort() const [14]
                0.01    0.00 4320300/19244300     z3::sort::sort_kind() const [18]
                0.01    0.00 5184328/19244300     z3::ast::ast(z3::context&, _Z3_ast*) [19]
                0.01    0.00 5184378/19244300     z3::ast::~ast() [23]
[40]     1.7    0.03    0.00 19244300         z3::context::operator _Z3_context*() const [40]
-----------------------------------------------
                0.00    0.03    4500/4500        Cover::createConcreteValueCombo(int, std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> >) [38]
[41]     1.6    0.00    0.03    4500         Cover::CoveredUpdateInLoop(std::vector<int, std::allocator<int> >) [41]
                0.00    0.02    4500/78300       CA_SMT::add_constraints(std::vector<int, std::allocator<int> >) [5]
                0.00    0.00    9000/432000      std::vector<colVal, std::allocator<colVal> >::push_back(colVal const&) [15]
                0.00    0.00    9000/432000      std::vector<int, std::allocator<int> >::push_back(int const&) [16]
                0.00    0.00    4500/83890       std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [73]
                0.00    0.00    4500/9504        std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [87]
                0.00    0.00    4500/78300       CA_SMT::addScope() [84]
                0.00    0.00    4500/78300       CA_SMT::checkSAT(bool) [85]
                0.00    0.00    4500/78300       CA_SMT::clearScope() [83]
                0.00    0.00    9000/9495        std::vector<int, std::allocator<int> >::at(unsigned long) [92]
                0.00    0.00   13500/1710157     std::vector<int, std::allocator<int> >::size() const [144]
                0.00    0.00   13500/162293      std::vector<int, std::allocator<int> >::~vector() [209]
                0.00    0.00    9000/78404       std::vector<int, std::allocator<int> >::vector() [230]
                0.00    0.00    9000/26550       Cover::getCol(int) const [250]
                0.00    0.00    9000/363150      Cover::getIndex(int, int) [179]
                0.00    0.00    4500/73351       std::vector<colVal, std::allocator<colVal> >::vector() [244]
                0.00    0.00    4500/9449        std::vector<colVal, std::allocator<colVal> >::clear() [258]
                0.00    0.00    4500/9449        std::vector<int, std::allocator<int> >::clear() [260]
                0.00    0.00    4500/73351       std::vector<colVal, std::allocator<colVal> >::~vector() [245]
-----------------------------------------------
                0.00    0.00      20/5184346     z3::context::constant(z3::symbol const&, z3::sort const&) [115]
                0.00    0.00      20/5184346     z3::context::num_val(int, z3::sort const&) [114]
                0.00    0.00  864006/5184346     z3::context::real_val(char const*) [10]
                0.02    0.00 4320300/5184346     z3::sort::sort_kind() const [18]
[42]     1.4    0.03    0.00 5184346         z3::sort::operator _Z3_sort*() const [42]
-----------------------------------------------
                0.01    0.01  269102/269102      void std::vector<colVal, std::allocator<colVal> >::_M_realloc_insert<colVal const&>(__gnu_cxx::__normal_iterator<colVal*, std::vector<colVal, std::allocator<colVal> > >, colVal const&) [27]
[43]     1.4    0.01    0.01  269102         std::vector<colVal, std::allocator<colVal> >::_M_check_len(unsigned long, char const*) const [43]
                0.00    0.01  538204/538204      std::vector<colVal, std::allocator<colVal> >::max_size() const [61]
                0.00    0.00  269102/538719      unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [59]
                0.00    0.00 1076408/1096208     std::vector<colVal, std::allocator<colVal> >::size() const [150]
-----------------------------------------------
                0.00    0.01       1/2           Cover::Cover(char*, char*) [8]
                0.00    0.01       1/2           main [1]
[44]     1.1    0.00    0.02       2         CA_SMT::setup_distance_constraints() [44]
                0.00    0.02      20/20          std::vector<z3::expr, std::allocator<z3::expr> >::push_back(z3::expr&&) [46]
                0.00    0.00      20/20          z3::operator>=(z3::expr const&, int) [94]
                0.00    0.00      22/219926      z3::operator<(z3::expr const&, z3::expr const&) [28]
                0.00    0.00      20/20          z3::operator+(z3::expr const&, z3::expr const&) [105]
                0.00    0.00      44/864044      z3::solver::add(z3::expr const&) [9]
                0.00    0.00      20/20          z3::context::real_const(char const*) [107]
                0.00    0.00      90/1728160     z3::expr::~expr() [51]
                0.00    0.00      60/864060      std::vector<z3::expr, std::allocator<z3::expr> >::operator[](unsigned long) [55]
                0.00    0.00       6/864006      z3::context::real_val(char const*) [10]
                0.00    0.00       2/219926      z3::operator>=(z3::expr const&, z3::expr const&) [17]
                0.00    0.00       4/864004      std::__cxx11::to_string(float) [13]
                0.00    0.00      20/20          z3::expr::operator=(z3::expr&&) [118]
                0.00    0.00      20/20          std::__cxx11::to_string(int) [373]
                0.00    0.00      20/20          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [379]
-----------------------------------------------
                0.00    0.02      20/20          std::vector<z3::expr, std::allocator<z3::expr> >::push_back(z3::expr&&) [46]
[45]     1.1    0.00    0.02      20         z3::expr& std::vector<z3::expr, std::allocator<z3::expr> >::emplace_back<z3::expr>(z3::expr&&) [45]
                0.02    0.00      20/20          std::vector<z3::expr, std::allocator<z3::expr> >::back() [49]
                0.00    0.00      10/10          void std::vector<z3::expr, std::allocator<z3::expr> >::_M_realloc_insert<z3::expr>(__gnu_cxx::__normal_iterator<z3::expr*, std::vector<z3::expr, std::allocator<z3::expr> > >, z3::expr&&) [108]
                0.00    0.00      10/20          void std::allocator_traits<std::allocator<z3::expr> >::construct<z3::expr, z3::expr>(std::allocator<z3::expr>&, z3::expr*, z3::expr&&) [129]
                0.00    0.00      20/70          z3::expr&& std::forward<z3::expr>(std::remove_reference<z3::expr>::type&) [303]
                0.00    0.00      10/30          std::vector<z3::expr, std::allocator<z3::expr> >::end() [359]
-----------------------------------------------
                0.00    0.02      20/20          CA_SMT::setup_distance_constraints() [44]
[46]     1.1    0.00    0.02      20         std::vector<z3::expr, std::allocator<z3::expr> >::push_back(z3::expr&&) [46]
                0.00    0.02      20/20          z3::expr& std::vector<z3::expr, std::allocator<z3::expr> >::emplace_back<z3::expr>(z3::expr&&) [45]
                0.00    0.00      20/20          std::remove_reference<z3::expr&>::type&& std::move<z3::expr&>(z3::expr&) [376]
-----------------------------------------------
                0.00    0.02  539214/539214      std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [31]
[47]     1.1    0.00    0.02  539214         std::vector<int, std::allocator<int> >::max_size() const [47]
                0.02    0.00  539214/539214      std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [48]
                0.00    0.00  539214/623104      std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [162]
-----------------------------------------------
                0.02    0.00  539214/539214      std::vector<int, std::allocator<int> >::max_size() const [47]
[48]     1.1    0.02    0.00  539214         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [48]
                0.00    0.00  539214/539214      std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [165]
                0.00    0.00  539214/1077438     unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [151]
-----------------------------------------------
                0.02    0.00      20/20          z3::expr& std::vector<z3::expr, std::allocator<z3::expr> >::emplace_back<z3::expr>(z3::expr&&) [45]
[49]     1.1    0.02    0.00      20         std::vector<z3::expr, std::allocator<z3::expr> >::back() [49]
                0.00    0.00      20/30          std::vector<z3::expr, std::allocator<z3::expr> >::end() [359]
                0.00    0.00      20/20          __gnu_cxx::__normal_iterator<z3::expr*, std::vector<z3::expr, std::allocator<z3::expr> > >::operator-(long) const [367]
                0.00    0.00      20/20          __gnu_cxx::__normal_iterator<z3::expr*, std::vector<z3::expr, std::allocator<z3::expr> > >::operator*() const [366]
-----------------------------------------------
                0.00    0.00      20/1728110     z3::operator+(z3::expr const&, z3::expr const&) [105]
                0.00    0.00      20/1728110     z3::context::constant(z3::symbol const&, z3::sort const&) [115]
                0.00    0.00      20/1728110     z3::context::num_val(int, z3::sort const&) [114]
                0.00    0.00  212096/1728110     z3::operator<=(z3::expr const&, z3::expr const&) [30]
                0.00    0.00  212096/1728110     z3::operator>(z3::expr const&, z3::expr const&) [29]
                0.00    0.00  219926/1728110     z3::operator>=(z3::expr const&, z3::expr const&) [17]
                0.00    0.00  219926/1728110     z3::operator<(z3::expr const&, z3::expr const&) [28]
                0.00    0.01  864006/1728110     z3::context::real_val(char const*) [10]
[50]     1.0    0.00    0.02 1728110         z3::expr::expr(z3::context&, _Z3_ast*) [50]
                0.01    0.01 1728110/5184328     z3::ast::ast(z3::context&, _Z3_ast*) [19]
-----------------------------------------------
                0.00    0.00      20/1728160     z3::operator>=(z3::expr const&, int) [94]
                0.00    0.00      50/1728160     void std::_Destroy<z3::expr>(z3::expr*) [110]
                0.00    0.00      90/1728160     CA_SMT::setup_distance_constraints() [44]
                0.00    0.02 1728000/1728160     CA_SMT::add_constraints(std::vector<int, std::allocator<int> >) [5]
[51]     0.9    0.00    0.02 1728160         z3::expr::~expr() [51]
                0.01    0.00 1728160/5184378     z3::ast::~ast() [23]
-----------------------------------------------
                0.00    0.00      20/864026      z3::context::real_const(char const*) [107]
                0.00    0.02  864006/864026      z3::context::real_val(char const*) [10]
[52]     0.9    0.00    0.02  864026         z3::context::real_sort() [52]
                0.00    0.01  864026/3456218     z3::sort::sort(z3::context&, _Z3_sort*) [32]
                0.01    0.00  864026/6283292     z3::context::check_error() const [21]
-----------------------------------------------
                0.00    0.01  864044/864044      z3::expr::is_bool() const [24]
[53]     0.6    0.00    0.01  864044         z3::sort::is_bool() const [53]
                0.01    0.01  864044/4320300     z3::sort::sort_kind() const [18]
-----------------------------------------------
                0.00    0.00    9495/2169495     std::vector<int, std::allocator<int> >::at(unsigned long) [92]
                0.01    0.00 2160000/2169495     CA_SMT::add_constraints(std::vector<int, std::allocator<int> >) [5]
[54]     0.6    0.01    0.00 2169495         std::vector<int, std::allocator<int> >::operator[](unsigned long) [54]
-----------------------------------------------
                0.00    0.00      60/864060      CA_SMT::setup_distance_constraints() [44]
                0.01    0.00  864000/864060      CA_SMT::add_constraints(std::vector<int, std::allocator<int> >) [5]
[55]     0.6    0.01    0.00  864060         std::vector<z3::expr, std::allocator<z3::expr> >::operator[](unsigned long) [55]
-----------------------------------------------
                0.00    0.01  864004/864004      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<char*, void>(char*, char*, std::allocator<char> const&) [20]
[56]     0.6    0.00    0.01  864004         void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*) [56]
                0.00    0.01  864004/864004      void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct_aux<char*>(char*, char*, std::__false_type) [58]
-----------------------------------------------
                0.01    0.00  864004/864004      void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct_aux<char*>(char*, char*, std::__false_type) [58]
[57]     0.6    0.01    0.00  864004         void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [57]
                0.00    0.00  864004/864004      bool __gnu_cxx::__is_null_pointer<char>(char*) [156]
                0.00    0.00  864004/864004      std::iterator_traits<char*>::difference_type std::distance<char*>(char*, char*) [159]
-----------------------------------------------
                0.00    0.01  864004/864004      void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*) [56]
[58]     0.6    0.00    0.01  864004         void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct_aux<char*>(char*, char*, std::__false_type) [58]
                0.01    0.00  864004/864004      void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [57]
-----------------------------------------------
                0.00    0.00      10/538719      std::vector<z3::expr, std::allocator<z3::expr> >::_M_check_len(unsigned long, char const*) const [119]
                0.00    0.00  269102/538719      std::vector<colVal, std::allocator<colVal> >::_M_check_len(unsigned long, char const*) const [43]
                0.01    0.00  269607/538719      std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [31]
[59]     0.6    0.01    0.00  538719         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [59]
-----------------------------------------------
                0.01    0.00  538204/538204      std::allocator_traits<std::allocator<colVal> >::max_size(std::allocator<colVal> const&) [62]
[60]     0.6    0.01    0.00  538204         __gnu_cxx::new_allocator<colVal>::max_size() const [60]
                0.00    0.00  538204/807306      __gnu_cxx::new_allocator<colVal>::_M_max_size() const [160]
-----------------------------------------------
                0.00    0.01  538204/538204      std::vector<colVal, std::allocator<colVal> >::_M_check_len(unsigned long, char const*) const [43]
[61]     0.6    0.00    0.01  538204         std::vector<colVal, std::allocator<colVal> >::max_size() const [61]
                0.00    0.01  538204/538204      std::vector<colVal, std::allocator<colVal> >::_S_max_size(std::allocator<colVal> const&) [63]
                0.00    0.00  538204/538204      std::_Vector_base<colVal, std::allocator<colVal> >::_M_get_Tp_allocator() const [171]
-----------------------------------------------
                0.00    0.01  538204/538204      std::vector<colVal, std::allocator<colVal> >::_S_max_size(std::allocator<colVal> const&) [63]
[62]     0.6    0.00    0.01  538204         std::allocator_traits<std::allocator<colVal> >::max_size(std::allocator<colVal> const&) [62]
                0.01    0.00  538204/538204      __gnu_cxx::new_allocator<colVal>::max_size() const [60]
-----------------------------------------------
                0.00    0.01  538204/538204      std::vector<colVal, std::allocator<colVal> >::max_size() const [61]
[63]     0.6    0.00    0.01  538204         std::vector<colVal, std::allocator<colVal> >::_S_max_size(std::allocator<colVal> const&) [63]
                0.00    0.01  538204/538204      std::allocator_traits<std::allocator<colVal> >::max_size(std::allocator<colVal> const&) [62]
                0.00    0.00  538204/1077438     unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [151]
-----------------------------------------------
                0.00    0.01  538204/538204      void std::vector<colVal, std::allocator<colVal> >::_M_realloc_insert<colVal const&>(__gnu_cxx::__normal_iterator<colVal*, std::vector<colVal, std::allocator<colVal> > >, colVal const&) [27]
[64]     0.6    0.00    0.01  538204         std::vector<colVal, std::allocator<colVal> >::_S_relocate(colVal*, colVal*, colVal*, std::allocator<colVal>&) [64]
                0.00    0.01  538204/538204      std::vector<colVal, std::allocator<colVal> >::_S_do_relocate(colVal*, colVal*, colVal*, std::allocator<colVal>&, std::integral_constant<bool, true>) [65]
-----------------------------------------------
                0.00    0.01  538204/538204      std::vector<colVal, std::allocator<colVal> >::_S_relocate(colVal*, colVal*, colVal*, std::allocator<colVal>&) [64]
[65]     0.6    0.00    0.01  538204         std::vector<colVal, std::allocator<colVal> >::_S_do_relocate(colVal*, colVal*, colVal*, std::allocator<colVal>&, std::integral_constant<bool, true>) [65]
                0.01    0.00  538204/538204      colVal* std::__relocate_a<colVal*, colVal*, std::allocator<colVal> >(colVal*, colVal*, colVal*, std::allocator<colVal>&) [66]
-----------------------------------------------
                0.01    0.00  538204/538204      std::vector<colVal, std::allocator<colVal> >::_S_do_relocate(colVal*, colVal*, colVal*, std::allocator<colVal>&, std::integral_constant<bool, true>) [65]
[66]     0.6    0.01    0.00  538204         colVal* std::__relocate_a<colVal*, colVal*, std::allocator<colVal> >(colVal*, colVal*, colVal*, std::allocator<colVal>&) [66]
                0.00    0.00 1614612/1614612     colVal* std::__niter_base<colVal*>(colVal*) [146]
                0.00    0.00  538204/538204      std::enable_if<std::__is_bitwise_relocatable<colVal, void>::value, colVal*>::type std::__relocate_a_1<colVal, colVal>(colVal*, colVal*, colVal*, std::allocator<colVal>&) [172]
-----------------------------------------------
                0.00    0.00     153/69003       AddBest(int**, int**, int&, Cover&, int, Used&) [7]
                0.01    0.00   68850/69003       BestSymbol(int*, int*, int, Cover&, Used const&) [2]
[67]     0.6    0.01    0.00   69003         tieBreaker::tieBreaker(int) [67]
-----------------------------------------------
                0.00    0.01    7650/7650        main [1]
[68]     0.6    0.00    0.01    7650         PermuteAetg(int*, int&, Cover const&, Used const&) [68]
                0.01    0.00    7650/7650        Used::pickLeastUsed() const [69]
                0.00    0.00    7650/26550       Cover::getCol(int) const [250]
-----------------------------------------------
                0.01    0.00    7650/7650        PermuteAetg(int*, int&, Cover const&, Used const&) [68]
[69]     0.6    0.01    0.00    7650         Used::pickLeastUsed() const [69]
-----------------------------------------------
                                                 <spontaneous>
[70]     0.6    0.01    0.00                 z3::exception::what() const [70]
-----------------------------------------------
                0.00    0.00      40/2592172     z3::operator+(z3::expr const&, z3::expr const&) [105]
                0.00    0.00  424192/2592172     z3::operator<=(z3::expr const&, z3::expr const&) [30]
                0.00    0.00  424192/2592172     z3::operator>(z3::expr const&, z3::expr const&) [29]
                0.00    0.00  439852/2592172     z3::operator>=(z3::expr const&, z3::expr const&) [17]
                0.00    0.00  439852/2592172     z3::operator<(z3::expr const&, z3::expr const&) [28]
                0.00    0.00  864044/2592172     z3::solver::add(z3::expr const&) [9]
[71]     0.6    0.01    0.00 2592172         z3::ast::operator _Z3_ast*() const [71]
-----------------------------------------------
                0.00    0.00      54/572839      std::vector<int, std::allocator<int> >::_M_insert_rval(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int&&) [103]
                0.00    0.00    4950/572839      std::vector<int, std::allocator<int> >::insert(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int const&) [86]
                0.00    0.00    5086/572839      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator+(long) const [88]
                0.00    0.00  279697/572839      std::vector<int, std::allocator<int> >::begin() [78]
                0.00    0.00  283052/572839      std::vector<int, std::allocator<int> >::end() [77]
[72]     0.6    0.01    0.00  572839         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [72]
-----------------------------------------------
                0.00    0.00       1/83890       Cover::Cover(char*, char*) [8]
                0.00    0.00       9/83890       Cover::columnCombComputing(int, int, std::vector<int, std::allocator<int> >) [93]
                0.00    0.00      45/83890       void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::vector<int, std::allocator<int> > > >::construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [95]
                0.00    0.00     135/83890       Cover::createConcreteValueCombSet_CoveredUpdate() [37]
                0.00    0.00    4500/83890       Cover::CoveredUpdateInLoop(std::vector<int, std::allocator<int> >) [41]
                0.00    0.00    4950/83890       Cover::KVCombo(int**, unsigned int**, int) [34]
                0.00    0.00    5400/83890       Cover::createConcreteValueCombo(int, std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> >) [38]
                0.01    0.00   68850/83890       checkV(int*, int*, int, Cover&, int) [4]
[73]     0.6    0.01    0.00   83890         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [73]
                0.00    0.00   83890/623104      std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [162]
                0.00    0.00   83890/83890       __gnu_cxx::__alloc_traits<std::allocator<int>, int>::_S_select_on_copy(std::allocator<int> const&) [221]
                0.00    0.00   83890/1710157     std::vector<int, std::allocator<int> >::size() const [144]
                0.00    0.00   83890/83890       std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [224]
                0.00    0.00   83890/246184      std::allocator<int>::~allocator() [196]
                0.00    0.00   83890/804810      std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [161]
                0.00    0.00   83890/93950       std::vector<int, std::allocator<int> >::end() const [210]
                0.00    0.00   83890/93950       std::vector<int, std::allocator<int> >::begin() const [211]
                0.00    0.00   83890/88849       int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [219]
-----------------------------------------------
                0.01    0.00       1/1           Cover::Cover(char*, char*) [8]
[74]     0.3    0.01    0.00       1         nurmela_binom(int&, int&, unsigned int**) [74]
-----------------------------------------------
                                                 <spontaneous>
[75]     0.3    0.01    0.00                 LexUnrank(int&, int&, int&, int*, unsigned int**) [75]
-----------------------------------------------
                                                 <spontaneous>
[76]     0.3    0.01    0.00                 z3::ast::ast(z3::context&) [76]
-----------------------------------------------
                0.00    0.00    4455/283052      std::vector<int, std::allocator<int> >::insert(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int const&) [86]
                0.00    0.00    4545/283052      std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [87]
                0.00    0.00    4950/283052      Cover::createConcreteValueCombo(int, std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> >) [38]
