Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00      44/44          float __gnu_cxx::__stoa<float, float, char>(float (*)(char const*, char**), char const*, char const*, unsigned long*) [338]
[344]    0.0    0.00    0.00      44         float __gnu_cxx::__stoa<float, float, char>(float (*)(char const*, char**), char const*, char const*, unsigned long*)::_Save_errno::~_Save_errno() [344]
-----------------------------------------------
                0.00    0.00      41/41          std::_Rb_tree<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> >, std::_Identity<std::vector<int, std::allocator<int> > >, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_get_insert_unique_pos(std::vector<int, std::allocator<int> > const&) [331]
[345]    0.0    0.00    0.00      41         std::_Rb_tree<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> >, std::_Identity<std::vector<int, std::allocator<int> > >, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::vector<int, std::allocator<int> > > >::begin() [345]
                0.00    0.00      41/131         std::_Rb_tree_iterator<std::vector<int, std::allocator<int> > >::_Rb_tree_iterator(std::_Rb_tree_node_base*) [294]
-----------------------------------------------
                0.00    0.00      41/41          std::_Rb_tree<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> >, std::_Identity<std::vector<int, std::allocator<int> > >, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_get_insert_unique_pos(std::vector<int, std::allocator<int> > const&) [331]
[346]    0.0    0.00    0.00      41         std::operator==(std::_Rb_tree_iterator<std::vector<int, std::allocator<int> > > const&, std::_Rb_tree_iterator<std::vector<int, std::allocator<int> > > const&) [346]
-----------------------------------------------
                0.00    0.00      20/40          void std::vector<z3::expr, std::allocator<z3::expr> >::_M_realloc_insert<z3::expr>(__gnu_cxx::__normal_iterator<z3::expr*, std::vector<z3::expr, std::allocator<z3::expr> > >, z3::expr&&) [108]
                0.00    0.00      20/40          __gnu_cxx::__normal_iterator<z3::expr*, std::vector<z3::expr, std::allocator<z3::expr> > >::difference_type __gnu_cxx::operator-<z3::expr*, std::vector<z3::expr, std::allocator<z3::expr> > >(__gnu_cxx::__normal_iterator<z3::expr*, std::vector<z3::expr, std::allocator<z3::expr> > > const&, __gnu_cxx::__normal_iterator<z3::expr*, std::vector<z3::expr, std::allocator<z3::expr> > > const&) [383]
[347]    0.0    0.00    0.00      40         __gnu_cxx::__normal_iterator<z3::expr*, std::vector<z3::expr, std::allocator<z3::expr> > >::base() const [347]
-----------------------------------------------
                0.00    0.00      40/40          std::vector<z3::expr, std::allocator<z3::expr> >::_M_check_len(unsigned long, char const*) const [119]
[348]    0.0    0.00    0.00      40         std::vector<z3::expr, std::allocator<z3::expr> >::size() const [348]
-----------------------------------------------
                0.00    0.00      40/40          z3::expr* std::__uninitialized_move_if_noexcept_a<z3::expr*, z3::expr*, std::allocator<z3::expr> >(z3::expr*, z3::expr*, z3::expr*, std::allocator<z3::expr>&) [126]
[349]    0.0    0.00    0.00      40         z3::expr const* std::__make_move_if_noexcept_iterator<z3::expr, z3::expr const*>(z3::expr*) [349]
-----------------------------------------------
                0.00    0.00      36/36          void std::vector<int, std::allocator<int> >::_M_insert_aux<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [352]
[350]    0.0    0.00    0.00      36         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [350]
-----------------------------------------------
                0.00    0.00      36/36          int* std::__copy_move_backward_a2<true, int*, int*>(int*, int*, int*) [356]
[351]    0.0    0.00    0.00      36         int* std::__copy_move_backward<true, true, std::random_access_iterator_tag>::__copy_move_b<int>(int const*, int const*, int*) [351]
-----------------------------------------------
                0.00    0.00      36/36          std::vector<int, std::allocator<int> >::_M_insert_rval(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int&&) [103]
[352]    0.0    0.00    0.00      36         void std::vector<int, std::allocator<int> >::_M_insert_aux<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [352]
                0.00    0.00      36/144         std::remove_reference<int&>::type&& std::move<int&>(int&) [293]
                0.00    0.00      36/54          void std::allocator_traits<std::allocator<int> >::construct<int, int>(std::allocator<int>&, int*, int&&) [306]
                0.00    0.00      36/1101963     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [149]
                0.00    0.00      36/154         int&& std::forward<int>(std::remove_reference<int>::type&) [292]
                0.00    0.00      36/36          int* std::move_backward<int*, int*>(int*, int*, int*) [353]
                0.00    0.00      36/36          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [350]
-----------------------------------------------
                0.00    0.00      36/36          void std::vector<int, std::allocator<int> >::_M_insert_aux<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [352]
[353]    0.0    0.00    0.00      36         int* std::move_backward<int*, int*>(int*, int*, int*) [353]
                0.00    0.00      72/72          int* std::__miter_base<int*>(int*) [302]
                0.00    0.00      36/36          int* std::__copy_move_backward_a<true, int*, int*>(int*, int*, int*) [354]
-----------------------------------------------
                0.00    0.00      36/36          int* std::move_backward<int*, int*>(int*, int*, int*) [353]
[354]    0.0    0.00    0.00      36         int* std::__copy_move_backward_a<true, int*, int*>(int*, int*, int*) [354]
                0.00    0.00     108/1706599     int* std::__niter_base<int*>(int*) [145]
                0.00    0.00      36/36          int* std::__copy_move_backward_a1<true, int*, int*>(int*, int*, int*) [355]
                0.00    0.00      36/88885       int* std::__niter_wrap<int*>(int* const&, int*) [215]
-----------------------------------------------
                0.00    0.00      36/36          int* std::__copy_move_backward_a<true, int*, int*>(int*, int*, int*) [354]
[355]    0.0    0.00    0.00      36         int* std::__copy_move_backward_a1<true, int*, int*>(int*, int*, int*) [355]
                0.00    0.00      36/36          int* std::__copy_move_backward_a2<true, int*, int*>(int*, int*, int*) [356]
-----------------------------------------------
                0.00    0.00      36/36          int* std::__copy_move_backward_a1<true, int*, int*>(int*, int*, int*) [355]
[356]    0.0    0.00    0.00      36         int* std::__copy_move_backward_a2<true, int*, int*>(int*, int*, int*) [356]
                0.00    0.00      36/36          int* std::__copy_move_backward<true, true, std::random_access_iterator_tag>::__copy_move_b<int>(int const*, int const*, int*) [351]
-----------------------------------------------
                0.00    0.00       2/32          std::vector<z3::expr, std::allocator<z3::expr> >::~vector() [131]
                0.00    0.00      30/32          void std::vector<z3::expr, std::allocator<z3::expr> >::_M_realloc_insert<z3::expr>(__gnu_cxx::__normal_iterator<z3::expr*, std::vector<z3::expr, std::allocator<z3::expr> > >, z3::expr&&) [108]
[357]    0.0    0.00    0.00      32         std::_Vector_base<z3::expr, std::allocator<z3::expr> >::_M_get_Tp_allocator() [357]
-----------------------------------------------
                0.00    0.00      10/30          __gnu_cxx::new_allocator<z3::expr>::allocate(unsigned long, void const*) [382]
                0.00    0.00      20/30          __gnu_cxx::new_allocator<z3::expr>::max_size() const [365]
[358]    0.0    0.00    0.00      30         __gnu_cxx::new_allocator<z3::expr>::_M_max_size() const [358]
-----------------------------------------------
                0.00    0.00      10/30          z3::expr& std::vector<z3::expr, std::allocator<z3::expr> >::emplace_back<z3::expr>(z3::expr&&) [45]
                0.00    0.00      20/30          std::vector<z3::expr, std::allocator<z3::expr> >::back() [49]
[359]    0.0    0.00    0.00      30         std::vector<z3::expr, std::allocator<z3::expr> >::end() [359]
                0.00    0.00      30/60          __gnu_cxx::__normal_iterator<z3::expr*, std::vector<z3::expr, std::allocator<z3::expr> > >::__normal_iterator(z3::expr* const&) [304]
-----------------------------------------------
                0.00    0.00      30/30          void std::_Construct<z3::expr, z3::expr const&>(z3::expr*, z3::expr const&) [122]
[360]    0.0    0.00    0.00      30         z3::expr const& std::forward<z3::expr const&>(std::remove_reference<z3::expr const&>::type&) [360]
-----------------------------------------------
                0.00    0.00      24/24          std::_Rb_tree<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> >, std::_Identity<std::vector<int, std::allocator<int> > >, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_get_insert_unique_pos(std::vector<int, std::allocator<int> > const&) [331]
[361]    0.0    0.00    0.00      24         std::_Rb_tree_iterator<std::vector<int, std::allocator<int> > >::operator--() [361]
-----------------------------------------------
                0.00    0.00      11/22          Used::Clear2(Cover&) [424]
                0.00    0.00      11/22          Used::Used(Cover&) [425]
[362]    0.0    0.00    0.00      22         Cover::getkCombo(int) const [362]
-----------------------------------------------
                0.00    0.00      20/20          z3::context::str_symbol(char const*) [120]
[363]    0.0    0.00    0.00      20         z3::symbol::symbol(z3::context&, _Z3_symbol*) [363]
                0.00    0.00      20/5184350     z3::object::object(z3::context&) [142]
-----------------------------------------------
                0.00    0.00      20/20          z3::context::constant(z3::symbol const&, z3::sort const&) [115]
[364]    0.0    0.00    0.00      20         z3::symbol::operator _Z3_symbol*() const [364]
-----------------------------------------------
                0.00    0.00      20/20          std::allocator_traits<std::allocator<z3::expr> >::max_size(std::allocator<z3::expr> const&) [370]
[365]    0.0    0.00    0.00      20         __gnu_cxx::new_allocator<z3::expr>::max_size() const [365]
                0.00    0.00      20/30          __gnu_cxx::new_allocator<z3::expr>::_M_max_size() const [358]
-----------------------------------------------
                0.00    0.00      20/20          std::vector<z3::expr, std::allocator<z3::expr> >::back() [49]
[366]    0.0    0.00    0.00      20         __gnu_cxx::__normal_iterator<z3::expr*, std::vector<z3::expr, std::allocator<z3::expr> > >::operator*() const [366]
-----------------------------------------------
                0.00    0.00      20/20          std::vector<z3::expr, std::allocator<z3::expr> >::back() [49]
[367]    0.0    0.00    0.00      20         __gnu_cxx::__normal_iterator<z3::expr*, std::vector<z3::expr, std::allocator<z3::expr> > >::operator-(long) const [367]
                0.00    0.00      20/60          __gnu_cxx::__normal_iterator<z3::expr*, std::vector<z3::expr, std::allocator<z3::expr> > >::__normal_iterator(z3::expr* const&) [304]
-----------------------------------------------
                0.00    0.00      20/20          std::vector<z3::expr, std::allocator<z3::expr> >::max_size() const [369]
[368]    0.0    0.00    0.00      20         std::_Vector_base<z3::expr, std::allocator<z3::expr> >::_M_get_Tp_allocator() const [368]
-----------------------------------------------
                0.00    0.00      20/20          std::vector<z3::expr, std::allocator<z3::expr> >::_M_check_len(unsigned long, char const*) const [119]
[369]    0.0    0.00    0.00      20         std::vector<z3::expr, std::allocator<z3::expr> >::max_size() const [369]
                0.00    0.00      20/20          std::_Vector_base<z3::expr, std::allocator<z3::expr> >::_M_get_Tp_allocator() const [368]
                0.00    0.00      20/20          std::vector<z3::expr, std::allocator<z3::expr> >::_S_max_size(std::allocator<z3::expr> const&) [371]
-----------------------------------------------
                0.00    0.00      20/20          std::vector<z3::expr, std::allocator<z3::expr> >::_S_max_size(std::allocator<z3::expr> const&) [371]
[370]    0.0    0.00    0.00      20         std::allocator_traits<std::allocator<z3::expr> >::max_size(std::allocator<z3::expr> const&) [370]
                0.00    0.00      20/20          __gnu_cxx::new_allocator<z3::expr>::max_size() const [365]
-----------------------------------------------
                0.00    0.00      20/20          std::vector<z3::expr, std::allocator<z3::expr> >::max_size() const [369]
[371]    0.0    0.00    0.00      20         std::vector<z3::expr, std::allocator<z3::expr> >::_S_max_size(std::allocator<z3::expr> const&) [371]
                0.00    0.00      20/20          std::allocator_traits<std::allocator<z3::expr> >::max_size(std::allocator<z3::expr> const&) [370]
                0.00    0.00      20/1077438     unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [151]
-----------------------------------------------
                0.00    0.00      20/20          std::__cxx11::to_string(int) [373]
[372]    0.0    0.00    0.00      20         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(unsigned long, char, std::allocator<char> const&) [372]
-----------------------------------------------
                0.00    0.00      20/20          CA_SMT::setup_distance_constraints() [44]
[373]    0.0    0.00    0.00      20         std::__cxx11::to_string(int) [373]
                0.00    0.00      20/20          unsigned int std::__detail::__to_chars_len<unsigned int>(unsigned int, int) [374]
                0.00    0.00      20/20          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(unsigned long, char, std::allocator<char> const&) [372]
                0.00    0.00      20/20          void std::__detail::__to_chars_10_impl<unsigned int>(char*, unsigned int, unsigned int) [375]
-----------------------------------------------
                0.00    0.00      20/20          std::__cxx11::to_string(int) [373]
[374]    0.0    0.00    0.00      20         unsigned int std::__detail::__to_chars_len<unsigned int>(unsigned int, int) [374]
-----------------------------------------------
                0.00    0.00      20/20          std::__cxx11::to_string(int) [373]
[375]    0.0    0.00    0.00      20         void std::__detail::__to_chars_10_impl<unsigned int>(char*, unsigned int, unsigned int) [375]
-----------------------------------------------
                0.00    0.00      20/20          std::vector<z3::expr, std::allocator<z3::expr> >::push_back(z3::expr&&) [46]
[376]    0.0    0.00    0.00      20         std::remove_reference<z3::expr&>::type&& std::move<z3::expr&>(z3::expr&) [376]
-----------------------------------------------
                0.00    0.00      20/20          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [379]
[377]    0.0    0.00    0.00      20         std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>::type&& std::move<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [377]
-----------------------------------------------
                0.00    0.00      20/20          CA_SMT::CA_SMT(int, int) [134]
[378]    0.0    0.00    0.00      20         std::operator|(std::_Ios_Openmode, std::_Ios_Openmode) [378]
-----------------------------------------------
                0.00    0.00      20/20          CA_SMT::setup_distance_constraints() [44]
[379]    0.0    0.00    0.00      20         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [379]
                0.00    0.00      20/20          std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>::type&& std::move<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [377]
-----------------------------------------------
                0.00    0.00       2/12          std::_Vector_base<z3::expr, std::allocator<z3::expr> >::~_Vector_base() [406]
                0.00    0.00      10/12          void std::vector<z3::expr, std::allocator<z3::expr> >::_M_realloc_insert<z3::expr>(__gnu_cxx::__normal_iterator<z3::expr*, std::vector<z3::expr, std::allocator<z3::expr> > >, z3::expr&&) [108]
[380]    0.0    0.00    0.00      12         std::_Vector_base<z3::expr, std::allocator<z3::expr> >::_M_deallocate(z3::expr*, unsigned long) [380]
                0.00    0.00      10/10          std::allocator_traits<std::allocator<z3::expr> >::deallocate(std::allocator<z3::expr>&, z3::expr*, unsigned long) [385]
-----------------------------------------------
                0.00    0.00      10/10          std::allocator_traits<std::allocator<z3::expr> >::deallocate(std::allocator<z3::expr>&, z3::expr*, unsigned long) [385]
[381]    0.0    0.00    0.00      10         __gnu_cxx::new_allocator<z3::expr>::deallocate(z3::expr*, unsigned long) [381]
-----------------------------------------------
                0.00    0.00      10/10          std::allocator_traits<std::allocator<z3::expr> >::allocate(std::allocator<z3::expr>&, unsigned long) [386]
[382]    0.0    0.00    0.00      10         __gnu_cxx::new_allocator<z3::expr>::allocate(unsigned long, void const*) [382]
                0.00    0.00      10/30          __gnu_cxx::new_allocator<z3::expr>::_M_max_size() const [358]
-----------------------------------------------
                0.00    0.00      10/10          void std::vector<z3::expr, std::allocator<z3::expr> >::_M_realloc_insert<z3::expr>(__gnu_cxx::__normal_iterator<z3::expr*, std::vector<z3::expr, std::allocator<z3::expr> > >, z3::expr&&) [108]
[383]    0.0    0.00    0.00      10         __gnu_cxx::__normal_iterator<z3::expr*, std::vector<z3::expr, std::allocator<z3::expr> > >::difference_type __gnu_cxx::operator-<z3::expr*, std::vector<z3::expr, std::allocator<z3::expr> > >(__gnu_cxx::__normal_iterator<z3::expr*, std::vector<z3::expr, std::allocator<z3::expr> > > const&, __gnu_cxx::__normal_iterator<z3::expr*, std::vector<z3::expr, std::allocator<z3::expr> > > const&) [383]
                0.00    0.00      20/40          __gnu_cxx::__normal_iterator<z3::expr*, std::vector<z3::expr, std::allocator<z3::expr> > >::base() const [347]
-----------------------------------------------
                0.00    0.00      10/10          void std::vector<z3::expr, std::allocator<z3::expr> >::_M_realloc_insert<z3::expr>(__gnu_cxx::__normal_iterator<z3::expr*, std::vector<z3::expr, std::allocator<z3::expr> > >, z3::expr&&) [108]
[384]    0.0    0.00    0.00      10         std::_Vector_base<z3::expr, std::allocator<z3::expr> >::_M_allocate(unsigned long) [384]
                0.00    0.00      10/10          std::allocator_traits<std::allocator<z3::expr> >::allocate(std::allocator<z3::expr>&, unsigned long) [386]
-----------------------------------------------
                0.00    0.00      10/10          std::_Vector_base<z3::expr, std::allocator<z3::expr> >::_M_deallocate(z3::expr*, unsigned long) [380]
[385]    0.0    0.00    0.00      10         std::allocator_traits<std::allocator<z3::expr> >::deallocate(std::allocator<z3::expr>&, z3::expr*, unsigned long) [385]
                0.00    0.00      10/10          __gnu_cxx::new_allocator<z3::expr>::deallocate(z3::expr*, unsigned long) [381]
-----------------------------------------------
                0.00    0.00      10/10          std::_Vector_base<z3::expr, std::allocator<z3::expr> >::_M_allocate(unsigned long) [384]
[386]    0.0    0.00    0.00      10         std::allocator_traits<std::allocator<z3::expr> >::allocate(std::allocator<z3::expr>&, unsigned long) [386]
                0.00    0.00      10/10          __gnu_cxx::new_allocator<z3::expr>::allocate(unsigned long, void const*) [382]
-----------------------------------------------
                0.00    0.00      10/10          void std::vector<z3::expr, std::allocator<z3::expr> >::_M_realloc_insert<z3::expr>(__gnu_cxx::__normal_iterator<z3::expr*, std::vector<z3::expr, std::allocator<z3::expr> > >, z3::expr&&) [108]
[387]    0.0    0.00    0.00      10         std::vector<z3::expr, std::allocator<z3::expr> >::begin() [387]
                0.00    0.00      10/60          __gnu_cxx::__normal_iterator<z3::expr*, std::vector<z3::expr, std::allocator<z3::expr> > >::__normal_iterator(z3::expr* const&) [304]
-----------------------------------------------
                0.00    0.00       2/4           CA_SMT::CA_SMT(int, int) [134]
                0.00    0.00       2/4           CA_SMT::~CA_SMT() [130]
[388]    0.0    0.00    0.00       4         z3::set_param(char const*, bool) [388]
-----------------------------------------------
                0.00    0.00       1/3           Used::Clear2(Cover&) [424]
                0.00    0.00       1/3           Used::Used(Cover&) [425]
                0.00    0.00       1/3           main [1]
[389]    0.0    0.00    0.00       3         Cover::getK() const [389]
-----------------------------------------------
                0.00    0.00       1/3           Used::Clear2(Cover&) [424]
                0.00    0.00       1/3           Used::Used(Cover&) [425]
                0.00    0.00       1/3           main [1]
[390]    0.0    0.00    0.00       3         Cover::getV() const [390]
-----------------------------------------------
                0.00    0.00       2/2           z3::context::context() [395]
[391]    0.0    0.00    0.00       2         z3::config::config() [391]
-----------------------------------------------
                0.00    0.00       2/2           z3::context::context() [395]
[392]    0.0    0.00    0.00       2         z3::config::~config() [392]
-----------------------------------------------
                0.00    0.00       2/2           z3::context::init(z3::config&) [394]
[393]    0.0    0.00    0.00       2         z3::context::set_context(_Z3_context*) [393]
-----------------------------------------------
                0.00    0.00       2/2           z3::context::context() [395]
[394]    0.0    0.00    0.00       2         z3::context::init(z3::config&) [394]
                0.00    0.00       2/2           z3::config::operator _Z3_config*() const [399]
                0.00    0.00       2/2           z3::context::set_context(_Z3_context*) [393]
-----------------------------------------------
                0.00    0.00       2/2           CA_SMT::CA_SMT(int, int) [134]
[395]    0.0    0.00    0.00       2         z3::context::context() [395]
                0.00    0.00       2/2           z3::config::config() [391]
                0.00    0.00       2/2           z3::context::init(z3::config&) [394]
                0.00    0.00       2/2           z3::config::~config() [392]
-----------------------------------------------
                0.00    0.00       2/2           CA_SMT::~CA_SMT() [130]
[396]    0.0    0.00    0.00       2         z3::context::~context() [396]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<z3::expr>::allocator() [400]
[397]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<z3::expr>::new_allocator() [397]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<z3::expr>::~allocator() [401]
[398]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<z3::expr>::~new_allocator() [398]
-----------------------------------------------
                0.00    0.00       2/2           z3::context::init(z3::config&) [394]
[399]    0.0    0.00    0.00       2         z3::config::operator _Z3_config*() const [399]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<z3::expr, std::allocator<z3::expr> >::_Vector_impl::_Vector_impl() [402]
[400]    0.0    0.00    0.00       2         std::allocator<z3::expr>::allocator() [400]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<z3::expr>::new_allocator() [397]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<z3::expr, std::allocator<z3::expr> >::_Vector_impl::~_Vector_impl() [403]
[401]    0.0    0.00    0.00       2         std::allocator<z3::expr>::~allocator() [401]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<z3::expr>::~new_allocator() [398]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<z3::expr, std::allocator<z3::expr> >::_Vector_base() [405]
[402]    0.0    0.00    0.00       2         std::_Vector_base<z3::expr, std::allocator<z3::expr> >::_Vector_impl::_Vector_impl() [402]
                0.00    0.00       2/2           std::_Vector_base<z3::expr, std::allocator<z3::expr> >::_Vector_impl_data::_Vector_impl_data() [404]
                0.00    0.00       2/2           std::allocator<z3::expr>::allocator() [400]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<z3::expr, std::allocator<z3::expr> >::~_Vector_base() [406]
[403]    0.0    0.00    0.00       2         std::_Vector_base<z3::expr, std::allocator<z3::expr> >::_Vector_impl::~_Vector_impl() [403]
                0.00    0.00       2/2           std::allocator<z3::expr>::~allocator() [401]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<z3::expr, std::allocator<z3::expr> >::_Vector_impl::_Vector_impl() [402]
[404]    0.0    0.00    0.00       2         std::_Vector_base<z3::expr, std::allocator<z3::expr> >::_Vector_impl_data::_Vector_impl_data() [404]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<z3::expr, std::allocator<z3::expr> >::vector() [407]
[405]    0.0    0.00    0.00       2         std::_Vector_base<z3::expr, std::allocator<z3::expr> >::_Vector_base() [405]
                0.00    0.00       2/2           std::_Vector_base<z3::expr, std::allocator<z3::expr> >::_Vector_impl::_Vector_impl() [402]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<z3::expr, std::allocator<z3::expr> >::~vector() [131]
[406]    0.0    0.00    0.00       2         std::_Vector_base<z3::expr, std::allocator<z3::expr> >::~_Vector_base() [406]
                0.00    0.00       2/12          std::_Vector_base<z3::expr, std::allocator<z3::expr> >::_M_deallocate(z3::expr*, unsigned long) [380]
                0.00    0.00       2/2           std::_Vector_base<z3::expr, std::allocator<z3::expr> >::_Vector_impl::~_Vector_impl() [403]
-----------------------------------------------
                0.00    0.00       2/2           CA_SMT::CA_SMT(int, int) [134]
[407]    0.0    0.00    0.00       2         std::vector<z3::expr, std::allocator<z3::expr> >::vector() [407]
                0.00    0.00       2/2           std::_Vector_base<z3::expr, std::allocator<z3::expr> >::_Vector_base() [405]
-----------------------------------------------
                0.00    0.00       2/2           main [1]
[408]    0.0    0.00    0.00       2         operator<<(std::ostream&, Cover const&) [408]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [563]
[409]    0.0    0.00    0.00       1         _GLOBAL__sub_I__Z13nurmela_binomRiS_PPj [409]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [418]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [563]
[410]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN10tieBreakerC2Ev [410]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [420]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [563]
[411]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN5Cover19columnCombComputingEiiSt6vectorIiSaIiEE [411]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [417]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [563]
[412]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN6CA_SMTC2Eii [412]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [422]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [563]
[413]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZlsRSoRK4Used [413]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [419]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [563]
[414]    0.0    0.00    0.00       1         _GLOBAL__sub_I_satNum [414]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [421]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[415]    0.0    0.00    0.00       1         printStats(std::basic_ofstream<char, std::char_traits<char> >&) [415]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[416]    0.0    0.00    0.00       1         setOptions(long, char**) [416]
                0.00    0.00       1/1           setRepeat(int) [423]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN5Cover19columnCombComputingEiiSt6vectorIiSaIiEE [411]
[417]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [417]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__Z13nurmela_binomRiS_PPj [409]
[418]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [418]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZlsRSoRK4Used [413]
[419]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [419]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN10tieBreakerC2Ev [410]
[420]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [420]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I_satNum [414]
[421]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [421]
                0.00    0.00       1/78404       std::vector<int, std::allocator<int> >::vector() [230]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN6CA_SMTC2Eii [412]
[422]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [422]
-----------------------------------------------
                0.00    0.00       1/1           setOptions(long, char**) [416]
[423]    0.0    0.00    0.00       1         setRepeat(int) [423]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[424]    0.0    0.00    0.00       1         Used::Clear2(Cover&) [424]
                0.00    0.00     300/3585750     Cover::getSym(int, int) const [143]
                0.00    0.00     100/200         Cover::getkvCombo(int, int) const [290]
                0.00    0.00      11/22          Cover::getkCombo(int) const [362]
                0.00    0.00      10/69365       Cover::getVsize(int) const [246]
                0.00    0.00       1/3           Cover::getV() const [390]
                0.00    0.00       1/3           Cover::getK() const [389]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[425]    0.0    0.00    0.00       1         Used::Used(Cover&) [425]
                0.00    0.00     300/3585750     Cover::getSym(int, int) const [143]
                0.00    0.00     100/200         Cover::getkvCombo(int, int) const [290]
                0.00    0.00      11/22          Cover::getkCombo(int) const [362]
                0.00    0.00      10/69365       Cover::getVsize(int) const [246]
                0.00    0.00       1/3           Cover::getV() const [390]
                0.00    0.00       1/3           Cover::getK() const [389]
